timestamp_ms,q_cmd_rad,q_actual_rad,q_error_rad,vel_rad_s,tau_feedback_Nm,contact_tau,contact_pos,label
192,4.36366,3.89391,0.46975,2.11722,0.19780,0,1,hard
197,4.36366,3.90459,0.45907,2.01465,0.19292,0,1,hard
202,4.36366,3.91489,0.44877,2.01465,0.18804,0,1,hard
207,4.36366,3.92519,0.43847,2.01465,0.17827,0,1,hard
212,4.36366,3.93473,0.42893,1.86813,0.18804,0,1,hard
217,4.36366,3.94427,0.41939,1.83883,0.20269,0,1,hard
222,4.36366,3.95342,0.41024,1.82418,0.19292,0,1,hard
227,4.36366,3.96258,0.40108,1.75092,0.18804,0,1,hard
232,4.36366,3.97135,0.39231,1.75092,0.18804,0,1,hard
237,4.36366,3.98013,0.38353,1.69231,0.18804,0,1,hard
242,4.36366,3.98775,0.37591,1.48718,0.22711,0,1,hard
247,4.36366,3.99615,0.36751,1.57509,0.22711,0,1,hard
252,4.36366,4.00416,0.35950,1.63370,0.19780,0,1,hard
257,4.36366,4.01179,0.35187,1.45788,0.20269,0,1,hard
262,4.36366,4.01942,0.34424,1.44323,0.21734,0,1,hard
